distance id optim_v-1 optim_v-2 
7603.729 617 0.7919604 37.50162 
10017.43 618 13.82621 34.27373 
987.0354 619 4.827538 9.687395 
576.681 620 4.553197 1.003266 
1365.129 621 0.7919604 6.301136 
5628.544 622 5.949883 28.80757 
4459.372 623 14.31847 18.99314 
664.3091 624 5.239831 1.003266 
149.5196 625 0.7919604 1.64525 
1439.69 626 4.850488 12.85055 
7314.336 627 6.040152 33.34052 
868.7319 628 11.33652 1.003266 
6709.92 629 0.7919604 35.208 
4486.035 630 12.41284 20.5628 
1122.716 631 14.03451 0.9336209 
878.3035 632 11.21702 1.003266 
1232.706 633 0.7919604 7.375607 
2311.488 634 8.738597 14.70489 
9338.288 635 30.89904 19.16698 
1247.36 636 15.04724 1.003266 
8537.582 637 0.7919604 39.75317 
5874.2 638 14.61683 23.25353 
3483.919 639 16.98722 13.16493 
1702.165 640 9.411021 1.003266 
2813.881 641 0.7919604 22.52165 
6391.442 642 1.302173 34.0277 
6076.217 643 5.914333 30.11536 
452.1479 644 3.225978 1.003266 
3675.494 645 0.7919604 25.89068 
13502.11 646 32.93916 26.68659 
9696.837 647 12.49089 34.52119 
4127.977 648 30.76661 1.003266 
167.0934 649 0.7919604 0.27289 
1630.789 650 7.684017 11.88778 
3767.17 651 22.26584 9.582346 
3201.767 652 26.58369 1.003266 
1962.976 653 0.7919604 18.57164 
6118.879 654 6.061659 30.13473 
2662.45 655 22.42172 4.097521 
5372.673 656 35.70199 1.003266 
631.1121 657 0.7919604 9.326723 
4294.306 658 26.09765 8.028592 
17296.05 659 25.50031 39.53673 
22.66251 660 1.453813 1.003266 
1234.089 661 0.7919604 14.28577 
2357.442 662 5.73814 17.14706 
14879.99 663 36.70984 26.22573 
3825.834 664 29.45695 1.003266 
1481.602 665 0.7919604 6.535783 
3050.497 666 8.100139 18.4716 
1987.723 667 14.62491 8.109561 
1506.125 668 16.9515 1.003266 
6064.199 669 0.7919604 33.45025 
7696.229 670 18.93869 24.92642 
13486.44 671 26.50662 31.86258 
753.2221 672 6.980723 1.003266 
7226.241 673 0.7919604 36.55101 
8772.346 674 25.55986 22.31369 
1897.811 675 12.13604 9.798876 
846.9793 676 7.337874 1.003266 
4911.766 677 0.7919604 30.04987 
1857.086 678 3.417234 16.27161 
6895.403 679 8.984394 30.22513 
935.6536 680 12.50575 1.003266 
1259.087 681 0.7919604 6.12025 
582.7854 682 0.08447538 9.133309 
1575.861 683 9.435481 1.683003 
1826.489 684 19.08694 1.003266 
667.1679 685 0.7919604 9.677562 
783.0934 686 8.42465 4.967849 
18791.39 687 36.20989 33.6533 
883.5235 688 11.17287 1.003266 
3018.423 689 0.7919604 23.36742 
429.4489 690 0.7219776 2.232343 
858.1255 691 3.403208 6.667565 
5414.2 692 35.85536 1.003266 
8207.538 693 0.7919604 38.97268 
3837.808 694 3.688926 24.57821 
4456.579 695 4.424469 26.20718 
2805.968 696 24.62218 1.003266 
7825.129 697 0.7919604 38.0478 
9747.941 698 32.56375 18.71317 
15160.39 699 39.99181 23.94513 
3021.74 700 25.70657 1.003266 
937.9085 701 0.7919604 12.08453 
10086.43 702 24.93436 25.95913 
22867.81 703 38.88811 37.95776 
1191.309 704 8.121079 1.003266 
1719.932 705 0.7919604 17.26835 
6653.081 706 32.28373 10.35402 
15395.44 707 24.0067 37.35748 
2204.708 708 21.36791 1.003266 
5063.509 709 0.7919604 30.52002 
6710.097 710 28.21851 14.37696 
9981.842 711 20.41694 29.2835 
4715.908 712 33.18366 1.003266 
5217.388 713 0.7919604 30.98925 
689.1996 714 7.294768 4.85453 
7891.653 715 28.75048 17.28882 
1366.398 716 15.94526 1.003266 
775.1037 717 0.7919604 10.68326 
16467.26 718 32.7117 32.47088 
11887.73 719 17.11201 35.82661 
6293.098 720 38.95462 1.003266 
7220.419 721 0.7919604 36.53615 
22141.14 722 38.9683 36.78699 
903.3884 723 8.973406 5.578968 
866.0056 724 11.64535 1.003266 
467.6667 725 0.7919604 2.557695 
6045.612 726 8.997487 27.888 
12288.18 727 35.27567 22.17323 
1235.761 728 14.95774 1.003266 
3514.903 729 0.7919604 25.2982 
1567.429 730 3.238828 6.144026 
13366.15 731 23.09777 34.27037 
23.09188 732 0.4108786 1.003266 
3065.911 733 0.7919604 23.55925 
9742.003 734 30.48187 20.52109 
4356.588 735 30.60573 3.43095 
1155.241 736 14.32694 1.003266 
1489.228 737 0.7919604 15.92642 
7786.844 738 4.954872 35.252 
5531.718 739 1.7291 31.32571 
10.75441 740 1.323106 1.003266 
7899.528 741 0.7919604 38.22954 
7024.767 742 15.83038 25.55915 
10305.21 743 9.57994 37.89116 
3240.847 744 26.771 1.003266 
159.7861 745 0.7919604 1.666692 
2206.094 746 11.05657 12.35307 
10288.75 747 13.14614 35.35318 
6601.944 748 39.98264 1.003266 
1693.604 749 0.7919604 17.12085 
16746.7 750 24.89265 39.05971 
11148.13 751 35.76944 19.19324 
